"","cntry","cname","essround","vote","clsprty","mmbprty","party_voted","lrgen","supportEU","supportEP","rejectdiffimmig","rejectsameimmig","rejectpoorimmig","immgcntrybetter","antirefugee","assimil","envnotimp","civliberties","libcustoms","religious","govnotint"
"11085","BE","ESS1-8e01",2,1,2,2,"VB",0.7,0.4,NA,0.333333333333333,0.666666666666667,0.333333333333333,0.9,NA,0.2,0.2,0.2,0.2,0.9,0.25
"11088","BE","ESS1-8e01",2,1,1,2,"VB",1,0.1,0,1,1,1,0,NA,0,0.6,0.2,0.2,1,0.75
"11097","BE","ESS1-8e01",2,1,2,2,"VB",0.6,0.2,0.1,0.666666666666667,0.333333333333333,1,0.2,NA,0.5,0.2,0,0.2,0,0.25
"11102","BE","ESS1-8e01",2,1,2,2,"VB",0.8,0.3,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.4,NA,0.7,0.4,0.6,0.2,0.5,0.25
"11121","BE","ESS1-8e01",2,1,2,2,"VB",0.4,0,0.5,1,1,1,0.5,NA,0.2,0,0.2,0,0.8,0.25
"11140","BE","ESS1-8e01",2,1,2,2,"VB",0.5,0.5,0.6,0.333333333333333,0.333333333333333,0,0.7,NA,0.4,0.2,0.2,0.2,0.7,0.25
"11149","BE","ESS1-8e01",2,1,1,2,"VB",0.5,0.5,0.3,1,0.333333333333333,1,0,NA,0.3,0.2,0.8,0.4,0.3,0.25
"11158","BE","ESS1-8e01",2,1,2,2,"VB",0.7,0.5,0.3,1,0.333333333333333,0.666666666666667,0.5,NA,0.5,0,0.2,0,0.1,0.25
"11174","BE","ESS1-8e01",2,1,2,2,"VB",0.4,0.1,0.3,0.333333333333333,0.666666666666667,1,0.1,NA,0.1,0.4,0.2,0.4,0.3,0
"11191","BE","ESS1-8e01",2,1,2,2,"VB",0.6,0.2,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.2,NA,0.5,0.2,0.2,0.2,0.4,0
"11197","BE","ESS1-8e01",2,1,2,2,"VB",0,1,0.7,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.5,0.4,0.4,0,0,0
"11199","BE","ESS1-8e01",2,1,1,2,"VB",0.7,0,0.7,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.5,0.6,0.4,1,0.5,0.25
"11200","BE","ESS1-8e01",2,1,2,2,"VB",0.5,NA,0.5,1,1,1,NA,NA,NA,0.2,0.2,0,0.8,0.25
"11201","BE","ESS1-8e01",2,1,1,2,"VB",1,0.1,0.5,1,0.666666666666667,1,0,NA,0.5,1,0.2,0.6,0.9,1
"11213","BE","ESS1-8e01",2,1,2,2,"VB",0.8,1,0.8,NA,0,0,0.5,NA,1,0.2,0,0.8,0.5,0
"11299","BE","ESS1-8e01",2,1,2,2,"VB",1,0,0,NA,0.333333333333333,0.666666666666667,0.3,NA,0.5,0,0,0,0.1,0.25
"11312","BE","ESS1-8e01",2,1,1,2,"VB",0.8,0.1,0.2,1,1,1,0.2,NA,0.5,0.2,0,0.4,0.5,0
"11329","BE","ESS1-8e01",2,1,2,2,"VB",0.1,0.9,0.7,0,0,0,0.4,NA,0.4,0,0.8,0.4,0.3,0.25
"11353","BE","ESS1-8e01",2,1,1,2,"VB",0.8,0.8,0.3,1,0.333333333333333,0.333333333333333,0.8,NA,0.8,0,0,0,0.8,0.25
"11365","BE","ESS1-8e01",2,1,2,2,"VB",0.2,0.5,0,0,0,1,0,NA,0.1,0,0.2,0,1,0
"11375","BE","ESS1-8e01",2,1,1,2,"VB",0.5,0.4,0.6,0.333333333333333,0.333333333333333,0.666666666666667,0.3,NA,0.3,0,0.2,0.2,0,0
"11387","BE","ESS1-8e01",2,1,1,2,"VB",1,0.5,1,1,0,0.333333333333333,0.1,NA,0.2,0,0,0,1,0
"11395","BE","ESS1-8e01",2,1,2,2,"VB",NA,0.4,0.1,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.7,0.2,0.2,0.2,0.5,0.25
"11400","BE","ESS1-8e01",2,1,1,2,"VB",0.6,0.1,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.2,NA,0.1,0,0.2,0.2,0.2,0
"11411","BE","ESS1-8e01",2,1,2,2,"VB",0.6,0.7,0.6,0.333333333333333,0,0,0.7,NA,0.6,0.2,0.2,1,0.5,0
"11428","BE","ESS1-8e01",2,1,2,2,"VB",NA,0.1,0.2,0.333333333333333,0.333333333333333,0.333333333333333,0.4,NA,0.6,0,0.4,0.2,0.7,0
"11444","BE","ESS1-8e01",2,1,1,2,"VB",0.6,0.1,0.1,0.666666666666667,0.666666666666667,0.666666666666667,0.2,NA,0.3,0.2,0,0.2,0.2,0.75
"11449","BE","ESS1-8e01",2,1,1,2,"VB",0.5,0.9,0.5,0.333333333333333,0.666666666666667,0.333333333333333,0.5,NA,0.7,0,0.2,0,0.5,0.75
"11453","BE","ESS1-8e01",2,1,2,2,"VB",0.7,0.2,NA,1,1,1,0.3,NA,0.5,0.2,0.2,0.2,0.8,0.25
"11471","BE","ESS1-8e01",2,1,1,2,"VB",0.6,0.8,NA,NA,0.666666666666667,0.666666666666667,0.5,NA,0.5,0.4,0.4,0.4,0.1,0.25
"11475","BE","ESS1-8e01",2,1,1,1,"VB",0.8,0.6,0.4,0.666666666666667,0.333333333333333,0.666666666666667,0.2,NA,0.6,0.2,0.4,1,0,0.25
"11482","BE","ESS1-8e01",2,1,1,2,"VB",NA,NA,NA,1,1,1,0.6,NA,0.6,0,0.2,0.2,0.5,0.25
"11512","BE","ESS1-8e01",2,1,2,2,"VB",0.3,0.5,0.6,1,1,1,1,NA,0.5,0.2,0.2,0.2,0.9,0.75
"11522","BE","ESS1-8e01",2,1,2,2,"VB",0.5,0.5,0.3,1,1,1,0.3,NA,0.5,0,0,0.2,0.1,0.25
"11527","BE","ESS1-8e01",2,1,2,1,"VB",0.5,0,0,1,0.333333333333333,1,0,NA,0,0.6,0.4,0.6,0.5,0
"11546","BE","ESS1-8e01",2,1,1,2,"VB",0.6,0.2,0.4,0.666666666666667,0.666666666666667,0.666666666666667,0.2,NA,0.8,0.4,0.4,0.4,0.2,0
"11564","BE","ESS1-8e01",2,1,2,2,"VB",0.5,0,0,0.333333333333333,0.333333333333333,1,0,NA,0.1,0,0,0,0.3,0.25
"11575","BE","ESS1-8e01",2,1,2,2,"VB",NA,NA,NA,1,1,1,0.1,NA,NA,0.2,0.2,1,0,0.25
"11578","BE","ESS1-8e01",2,1,2,2,"VB",0.5,0.4,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.2,NA,0.2,0.2,0,0.2,0.5,0.75
"11590","BE","ESS1-8e01",2,1,2,2,"VB",0.5,0.7,0.5,1,1,1,0.1,NA,0.7,0.4,0.2,0.2,0.5,0.25
"11591","BE","ESS1-8e01",2,1,2,2,"VB",0,0.3,0,1,0.666666666666667,0.333333333333333,0.6,NA,0.2,0.2,0.2,0.4,0.3,0.25
"11606","BE","ESS1-8e01",2,1,2,2,"VB",0.6,0.3,0.4,0.666666666666667,0.333333333333333,0.666666666666667,0.4,NA,0.3,0.2,0.2,0.2,0.5,1
"11611","BE","ESS1-8e01",2,1,2,2,"VB",0.5,0.5,0.1,0.666666666666667,1,0.666666666666667,0.2,NA,0.3,0,0,0.2,0,0.25
"11616","BE","ESS1-8e01",2,1,2,2,"VB",0.6,0,NA,1,0,1,0.5,NA,0.4,1,0.4,0.4,0,0.25
"11627","BE","ESS1-8e01",2,1,2,2,"VB",0.5,0.9,0,1,1,1,0,NA,0.6,0.2,0.2,0.2,0.5,0.25
"11642","BE","ESS1-8e01",2,1,1,2,"VB",0.7,0.3,0.3,0.666666666666667,0.666666666666667,0.666666666666667,0,NA,0,0,0,0.6,0.3,0.75
"11648","BE","ESS1-8e01",2,1,2,2,"VB",0.5,0.7,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.4,0.4,0.4,0.4,0.7,0.25
"11650","BE","ESS1-8e01",2,1,1,2,"VB",0.5,0.7,0.5,0.666666666666667,0.666666666666667,0.666666666666667,1,NA,0.8,0.2,0,0.2,0.7,0.5
"11662","BE","ESS1-8e01",2,1,1,2,"VB",0.6,0.3,0.6,0.666666666666667,0.666666666666667,1,0.2,NA,0.3,0.2,0.2,0.2,0,0.75
"11688","BE","ESS1-8e01",2,1,2,2,"VB",0.5,0.2,0,1,1,1,0.3,NA,0.7,0.2,0.2,0.8,0.5,0.25
"11689","BE","ESS1-8e01",2,1,2,1,"VB",0.5,0,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,NA,0.2,0.2,0.2,0.4,0.2,0.25
"11690","BE","ESS1-8e01",2,1,1,2,"VB",0.4,0.5,0.4,0.333333333333333,0,0.333333333333333,0.3,NA,0.6,0.4,0.6,0.6,0,0.75
"12128","BE","ESS1-8e01",2,1,2,2,"VB",0.3,0.5,0.6,1,1,1,0.5,NA,0.5,0.2,0.2,0.2,0.5,0.25
"12135","BE","ESS1-8e01",2,1,1,2,"VB",0.6,0,0,0.666666666666667,0.333333333333333,0.666666666666667,0.4,NA,0,0.2,0,0.2,0.6,0.25
"12140","BE","ESS1-8e01",2,1,1,2,"VB",0.9,0.1,0.6,1,1,1,0.6,NA,0.6,0.4,0.4,0,0.8,0.25
"12145","BE","ESS1-8e01",2,1,2,2,"VB",0.5,0.5,0.6,0.333333333333333,0.333333333333333,0.333333333333333,0.4,NA,0.3,0.2,0.4,0.2,0.7,0.5
"12148","BE","ESS1-8e01",2,1,1,2,"VB",1,0.2,0.3,1,0,0.333333333333333,0.2,NA,0.1,0,0.2,0.2,0,0.75
"12149","BE","ESS1-8e01",2,1,2,2,"VB",0.5,0.6,0.5,0.666666666666667,1,0.666666666666667,0.5,NA,0.5,0.2,0.2,0.2,0.4,0.25
"12182","BE","ESS1-8e01",2,1,2,2,"VB",0.4,0.1,0.4,0.666666666666667,0.666666666666667,0.666666666666667,0.4,NA,0.6,0.2,0.8,0.8,0,0.25
"12191","BE","ESS1-8e01",2,1,1,2,"VB",0.5,0.5,0.1,0.666666666666667,0,0.666666666666667,0.4,NA,0.5,0,0.2,0.2,1,0.75
"12217","BE","ESS1-8e01",2,1,2,2,"VB",0.2,0,0.6,1,0.333333333333333,1,0.5,NA,0,0.2,0.2,0.2,0.8,0.75
"12222","BE","ESS1-8e01",2,1,1,2,"VB",0.4,0.3,0.5,0,0,0,0.5,NA,0.5,0.2,0.6,0.6,0.3,0.25
"12225","BE","ESS1-8e01",2,1,2,2,"VB",1,0,0,1,1,1,0,NA,0,0,0.6,0.2,0.1,0
"12232","BE","ESS1-8e01",2,1,1,2,"VB",NA,0.7,0.6,0.666666666666667,0,0.666666666666667,0.6,NA,0.6,0.2,0.4,0.4,0.7,0.25
"12245","BE","ESS1-8e01",2,1,1,2,"VB",0.9,0,0.3,1,0.333333333333333,1,0.1,NA,0,0.4,0,0.8,0.3,0
"12254","BE","ESS1-8e01",2,1,2,2,"VB",0.7,0.3,0.7,1,0.666666666666667,1,0.2,NA,0.3,0.2,0.2,0.4,0.7,0
"12396","BE","ESS1-8e01",3,1,2,2,"VB",0.7,0.1,0.8,0.666666666666667,0.333333333333333,0.666666666666667,0.3,NA,0.7,0.4,0.6,0.2,0.7,0.25
"12416","BE","ESS1-8e01",3,1,2,2,"VB",0.6,0.2,0.4,0.666666666666667,0.666666666666667,0.666666666666667,0.4,NA,0.5,0.4,0.6,0,0.6,0.25
"12419","BE","ESS1-8e01",3,1,2,2,"VB",0.5,0,0,0.333333333333333,0.333333333333333,0.666666666666667,0,NA,0,0,0,0.6,0,0.25
"12420","BE","ESS1-8e01",3,1,2,2,"VB",0.5,0.5,0.2,1,0.333333333333333,1,0,NA,0.7,0,0.2,0.6,0,0.75
"12427","BE","ESS1-8e01",3,1,1,2,"VB",0.5,0.5,0,1,0,1,0.2,NA,0.1,0.4,0.2,0.2,0,0.75
"12434","BE","ESS1-8e01",3,1,1,2,"VB",0.8,0.5,0.4,0.666666666666667,0.666666666666667,1,0,NA,0,0.2,0.6,0.6,0,0.25
"12439","BE","ESS1-8e01",3,1,1,2,"VB",0.6,0.8,0.2,0.666666666666667,0.333333333333333,1,0.2,NA,0.6,0,0.2,0.2,0.7,0.75
"12446","BE","ESS1-8e01",3,1,2,2,"VB",0.5,0.3,0.4,1,0.666666666666667,1,0.6,NA,0.3,0.2,0.4,0.2,0.3,0.25
"12455","BE","ESS1-8e01",3,1,2,2,"VB",0.5,0.2,0.6,0.666666666666667,0.666666666666667,0.666666666666667,0.3,NA,0.6,0.2,0.2,0.2,0.8,0
"12468","BE","ESS1-8e01",3,1,1,1,"VB",1,0.1,0.5,1,0.333333333333333,1,0.2,NA,0.2,0.6,0.8,0.6,0,0
"12480","BE","ESS1-8e01",3,1,1,2,"VB",0.7,0.3,0.4,1,1,0.666666666666667,0.3,NA,0.3,0.2,0.4,0,0.5,0
"12483","BE","ESS1-8e01",3,1,1,2,"VB",0.8,0,0.2,0.666666666666667,0,0.666666666666667,0,NA,0,0.2,0.2,0.4,0,0.75
"12491","BE","ESS1-8e01",3,1,2,2,"VB",0.5,0.9,0.4,0.333333333333333,0.333333333333333,0.333333333333333,0.5,NA,0.5,0.2,0.2,0.2,0,0.25
"12493","BE","ESS1-8e01",3,1,2,2,"VB",0.8,0.8,0.5,0.666666666666667,0.333333333333333,0.666666666666667,0.4,NA,0.5,0.2,0.2,0.2,0.3,0.25
"12497","BE","ESS1-8e01",3,1,2,2,"VB",0.4,0.5,0.5,1,1,1,0.3,NA,0.3,0,0.2,0.2,0.3,0.25
"12500","BE","ESS1-8e01",3,1,1,1,"VB",0.7,0.4,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.5,NA,0.5,0.2,0.2,0.2,0.5,0.25
"12501","BE","ESS1-8e01",3,1,1,2,"VB",1,0.1,0.3,0.333333333333333,0.333333333333333,1,0.5,NA,0.5,0.2,0.2,0.2,0.6,0.25
"12505","BE","ESS1-8e01",3,1,2,2,"VB",0.1,0.5,0.4,1,0.333333333333333,1,0.2,NA,0.3,0.2,0.2,0,0.3,0
"12512","BE","ESS1-8e01",3,1,2,2,"VB",0.8,0,0.1,0.333333333333333,0.333333333333333,0.333333333333333,0.1,NA,0.5,0.4,0.6,0.6,0.2,0.75
"12519","BE","ESS1-8e01",3,1,2,2,"VB",0.7,0,1,0.666666666666667,0,0.666666666666667,1,NA,1,0,0.4,0,1,0.5
"12523","BE","ESS1-8e01",3,1,1,2,"VB",0.8,0.1,0.4,0.666666666666667,0.333333333333333,0.666666666666667,0.2,NA,0.2,0.2,0,0.2,0.4,0.5
"12527","BE","ESS1-8e01",3,1,2,2,"VB",1,0.1,0,1,0.666666666666667,1,0.4,NA,0,0.2,0.8,1,0.3,0.25
"12528","BE","ESS1-8e01",3,1,2,2,"VB",0.5,0.6,0.3,0.333333333333333,0.666666666666667,0,0.2,NA,0.7,0,0,1,0.2,0.75
"12535","BE","ESS1-8e01",3,1,2,2,"VB",0,1,0.9,0.333333333333333,0.333333333333333,0.333333333333333,0.9,NA,0,0.2,0.2,0.8,0,0
"12537","BE","ESS1-8e01",3,1,2,2,"VB",0.3,0.8,0.3,0.333333333333333,0.333333333333333,0.666666666666667,0.3,NA,0.3,0.2,0.6,0.4,0,0.25
"12549","BE","ESS1-8e01",3,1,2,2,"VB",0.8,0.5,0,0.666666666666667,0.333333333333333,0.333333333333333,0.3,NA,0.3,0.8,0.6,0.4,0.6,1
"12555","BE","ESS1-8e01",3,1,1,1,"VB",0.8,0.2,0.3,0.666666666666667,0.333333333333333,0.666666666666667,0.5,NA,0.2,0.2,0.4,0,1,0.75
"12558","BE","ESS1-8e01",3,1,1,2,"VB",0.5,0.4,0.5,0.666666666666667,0.333333333333333,1,0,NA,0.6,0.2,0.4,0,0.7,0
"12561","BE","ESS1-8e01",3,1,2,2,"VB",0.7,0.2,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.9,NA,0.5,0.2,0.2,0.4,0.7,0.25
"12572","BE","ESS1-8e01",3,1,2,2,"VB",0.5,0.3,0.6,0.333333333333333,0.333333333333333,0.333333333333333,0.3,NA,0.5,0.6,0.6,0.6,0.4,0.75
"12575","BE","ESS1-8e01",3,1,2,2,"VB",0.8,0.3,0.1,1,0.333333333333333,1,0.3,NA,0.2,0.4,0.4,0.2,0.3,0.5
"12578","BE","ESS1-8e01",3,1,2,2,"VB",0.6,0.7,0.6,0,0,0,0.6,NA,0.5,0.2,0.4,0.4,0.4,0.5
"12579","BE","ESS1-8e01",3,1,2,2,"VB",0.5,0.5,0.4,0.666666666666667,0.333333333333333,0.666666666666667,0.4,NA,0.6,0.2,0.4,0.2,0.3,0.75
"12584","BE","ESS1-8e01",3,1,2,2,"VB",0.6,0.5,0.7,0.333333333333333,0.666666666666667,0.666666666666667,0.5,NA,0.5,0.4,0.2,0,0.5,0.75
"12588","BE","ESS1-8e01",3,1,1,2,"VB",0.5,0.7,0.7,0.666666666666667,0.666666666666667,0.666666666666667,0.3,NA,0.3,0.2,0.2,0.8,0,0.25
"12594","BE","ESS1-8e01",3,1,2,2,"VB",0.5,0.1,0.3,0.666666666666667,0.666666666666667,0.666666666666667,0.3,NA,0.5,0,0.4,0.2,0.3,0.25
"12611","BE","ESS1-8e01",3,1,2,2,"VB",0.4,0.1,0,0.666666666666667,0.666666666666667,0.666666666666667,0,NA,0.5,0.2,0.4,0.4,0.7,0.75
"12629","BE","ESS1-8e01",3,1,1,2,"VB",0.9,0.2,0.1,1,0.333333333333333,1,0.2,NA,0.2,0.4,0.2,0.2,0.2,0.25
"12664","BE","ESS1-8e01",3,1,2,2,"VB",0.7,0.2,0.4,1,0.333333333333333,0.666666666666667,0.2,NA,0.2,0.4,0.2,0.6,0,0
"12665","BE","ESS1-8e01",3,1,1,2,"VB",0.8,0.8,NA,1,1,1,0.2,NA,0.2,0.4,0.4,0.6,0.1,0.25
"12669","BE","ESS1-8e01",3,1,2,2,"VB",0.8,0.6,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.5,0.2,0.2,0.2,0.8,0.5
"12671","BE","ESS1-8e01",3,1,2,2,"VB",0.8,0.8,0.4,0.666666666666667,0.333333333333333,0.333333333333333,0.6,NA,0.6,0.4,0.2,0.2,0.2,0.25
"12687","BE","ESS1-8e01",3,1,1,2,"VB",1,0,0.2,1,0,1,0.5,NA,0.7,0,0.2,0,0.1,0
"12690","BE","ESS1-8e01",3,1,2,2,"VB",0.8,0.8,0.4,1,0,1,0,NA,0,0.2,0,0.4,0.5,0.25
"12704","BE","ESS1-8e01",3,1,2,2,"VB",0.8,0.2,0.5,1,1,1,0.4,NA,0.7,0.6,0.4,0.8,0.1,0.25
"12708","BE","ESS1-8e01",3,1,2,2,"VB",0.5,0.3,0.4,0.333333333333333,0.333333333333333,0.333333333333333,0.7,NA,0.5,0.4,0.2,0.4,0,0.25
"12712","BE","ESS1-8e01",3,1,2,2,"VB",0,0,0.1,1,0.333333333333333,0.666666666666667,0,NA,0.5,0.2,0,0.6,0,0
"12720","BE","ESS1-8e01",3,1,2,2,"VB",0.8,0.5,0.5,1,1,1,0.2,NA,0.1,0,0.2,0,0.5,0
"12726","BE","ESS1-8e01",3,1,2,2,"VB",0.7,0,NA,0.666666666666667,0.666666666666667,0.666666666666667,0.1,NA,NA,0,0,1,0.3,0.25
"12740","BE","ESS1-8e01",3,1,2,2,"VB",0.4,0.5,0.4,0.666666666666667,0,0.666666666666667,0.7,NA,0.7,0,0.2,0,0.6,0
"12777","BE","ESS1-8e01",3,1,1,2,"VB",0.3,0.5,0.5,NA,NA,0.333333333333333,0.2,NA,0.6,0.2,0.2,0.2,0.5,0.25
"12778","BE","ESS1-8e01",3,1,2,2,"VB",0.5,0.6,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.6,NA,0.5,0.2,0.2,0.4,0.7,0.25
"12780","BE","ESS1-8e01",3,1,2,2,"VB",0.9,0.1,0.1,0.666666666666667,0.333333333333333,0.666666666666667,0,NA,0.1,0.2,0,0.2,0.5,1
"12784","BE","ESS1-8e01",3,1,1,1,"VB",0.8,0.3,NA,0.666666666666667,0.666666666666667,0.666666666666667,0.6,NA,0.7,0.2,0.2,0.2,0.1,0.25
"12800","BE","ESS1-8e01",3,1,1,2,"VB",0.7,0.5,0.7,0.666666666666667,0.333333333333333,0.666666666666667,0.4,NA,0.6,0.2,0.2,0.6,0.6,1
"12809","BE","ESS1-8e01",3,1,2,2,"VB",NA,0.5,0.6,0.333333333333333,0.333333333333333,0.666666666666667,0.5,NA,0.5,0.6,0.6,0.4,0.7,0
"12810","BE","ESS1-8e01",3,1,2,2,"VB",0.6,0,0.2,0.666666666666667,0.666666666666667,0.666666666666667,0.1,NA,0.7,0,0.2,0,0.4,0.25
"12852","BE","ESS1-8e01",3,1,2,2,"VB",0.8,0.5,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.4,NA,0.4,0.4,0.6,0.6,0,0.25
"12853","BE","ESS1-8e01",3,1,2,2,"VB",0.8,0.3,0.4,0.666666666666667,0.333333333333333,0.666666666666667,0.3,NA,0.5,0.6,0.8,0.8,0.3,0.25
"12855","BE","ESS1-8e01",3,1,2,2,"VB",0.4,0,0.7,0.333333333333333,0.333333333333333,0.666666666666667,0.3,NA,0,0.2,0.4,0.2,0.7,0
"12866","BE","ESS1-8e01",3,1,1,2,"VB",0.5,0,0,0.666666666666667,0.666666666666667,0.666666666666667,0,NA,0,0,0,0.6,0.5,0
"13056","BE","ESS1-8e01",3,1,1,2,"VB",0.7,0.4,0.7,1,0.333333333333333,1,0.2,NA,0.3,0.2,0.2,0.2,0.7,0.25
"13059","BE","ESS1-8e01",3,1,1,1,"VB",0.6,0.4,0.8,0.666666666666667,0.333333333333333,0.333333333333333,0.3,NA,0.4,0,0.6,0.2,0.7,0.25
"13072","BE","ESS1-8e01",3,1,2,2,"VB",0.5,0.6,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.4,NA,0.4,0.2,0.4,0.2,0.3,0
"13075","BE","ESS1-8e01",3,1,1,2,"VB",0.8,0.3,0.5,0.666666666666667,0.333333333333333,0.666666666666667,0.3,NA,0.2,0.2,0.2,0,0.5,0.75
"13114","BE","ESS1-8e01",3,1,1,2,"VB",0.5,0.5,0.5,1,1,1,0,NA,0.5,0,0,0.2,0.5,0
"13144","BE","ESS1-8e01",3,1,1,2,"VB",0.3,0.3,0.6,0.666666666666667,0.333333333333333,0.666666666666667,0.6,NA,0.6,0.4,0.6,0.6,0.6,0
"13158","BE","ESS1-8e01",3,1,1,2,"VB",0.3,0.1,0.7,1,0.333333333333333,1,0.1,NA,0.6,0.2,0.2,0.2,0.7,0.75
"13177","BE","ESS1-8e01",3,1,2,2,"VB",0.5,0.3,0,0.666666666666667,0.333333333333333,0.666666666666667,0.2,NA,0.2,0.2,0.2,0.2,0.5,0
"13199","BE","ESS1-8e01",3,1,1,2,"VB",1,0.5,0.5,0.666666666666667,0.333333333333333,0.666666666666667,0.3,NA,0.3,0,0.2,0.2,0.3,0
"13200","BE","ESS1-8e01",3,1,1,2,"VB",0.8,0.7,0.8,0.666666666666667,0.333333333333333,0.666666666666667,0.1,NA,0.5,0.2,0.2,0.2,0.8,0.25
"13211","BE","ESS1-8e01",3,1,2,2,"VB",0.6,0.4,0,1,1,1,0,NA,0,0.4,0.4,0,0.9,0.5
"13213","BE","ESS1-8e01",3,1,1,2,"VB",0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,NA,0.5,0.4,0.4,0.4,0.5,0.5
"13214","BE","ESS1-8e01",3,1,1,2,"VB",0.8,0.4,0.5,1,0.333333333333333,1,0.4,NA,0.4,0,0.6,0.6,0.6,0.75
"13238","BE","ESS1-8e01",3,1,2,2,"VB",0.7,0.5,0.4,1,1,1,0,NA,0.6,0,0.2,0.4,0,0.75
"13244","BE","ESS1-8e01",3,1,2,2,"VB",0.7,0.4,0.6,1,1,1,0.4,NA,0.4,0.2,0.4,0.2,0.4,0.25
"13252","BE","ESS1-8e01",3,1,1,2,"VB",0.8,0.3,0.4,0.333333333333333,0,0.666666666666667,0.4,NA,0.7,0.2,0.4,0.2,0,0
"13264","BE","ESS1-8e01",3,1,2,2,"VB",0.8,0.2,0.6,0.666666666666667,0,0.666666666666667,0.6,NA,0.4,0.6,0.2,0.8,0,0.5
"13273","BE","ESS1-8e01",3,1,1,2,"VB",0.5,0.3,0.8,0.666666666666667,0,0.666666666666667,0.1,NA,0.8,0.4,0.2,0.2,0.6,0.25
"13281","BE","ESS1-8e01",3,1,2,2,"VB",0.5,0.5,0.1,1,1,1,0.1,NA,0.3,0.4,0.6,0.4,0.7,0.25
"13315","BE","ESS1-8e01",3,1,1,2,"VB",0.7,0.2,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.3,NA,0.5,0.6,0.4,0.6,0.2,0.75
"13329","BE","ESS1-8e01",3,1,1,2,"VB",0.7,0.5,0.6,0.666666666666667,0.666666666666667,0.333333333333333,0.4,NA,0.8,0.2,0.4,0.6,0,0.5
"13331","BE","ESS1-8e01",3,1,1,2,"VB",0.7,0.3,0.8,0.666666666666667,0.333333333333333,1,0.5,NA,0.1,0.2,0,0.4,0.6,0.25
"13341","BE","ESS1-8e01",3,1,1,2,"VB",0.6,0.5,0.3,0.333333333333333,0.333333333333333,0.666666666666667,0.3,NA,0.4,0.2,0.2,0.2,0.6,0.25
"13364","BE","ESS1-8e01",3,1,1,2,"VB",0.5,0.6,0,1,1,1,0.1,NA,0.2,0,0.2,0.4,0.5,0
"13376","BE","ESS1-8e01",3,1,2,2,"VB",0.3,0.6,0.6,1,0.666666666666667,0.666666666666667,0.3,NA,0.6,0.2,0.2,0.6,0.4,0.25
"13395","BE","ESS1-8e01",3,1,1,2,"VB",0.6,0.3,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.5,NA,0.5,0,0.2,0.2,0.5,0
"13403","BE","ESS1-8e01",3,1,2,2,"VB",0.3,0.3,0.4,0.666666666666667,0.333333333333333,1,0.2,NA,0.5,0.6,0.4,0.4,0.3,0.75
"13411","BE","ESS1-8e01",3,1,2,2,"VB",0.8,0.2,0.1,0.333333333333333,0.333333333333333,0.333333333333333,0,NA,0.2,0,0.8,0.8,1,0
"13413","BE","ESS1-8e01",3,1,2,2,"VB",0.3,0.4,0.4,0.333333333333333,0.666666666666667,1,0.4,NA,0.5,0,0.2,0.2,0.7,0.25
"13419","BE","ESS1-8e01",3,1,1,2,"VB",0.9,0,0.6,0.333333333333333,0.333333333333333,0.333333333333333,0.5,NA,0.5,0.4,0,0.2,0,0
"13421","BE","ESS1-8e01",3,1,2,2,"VB",0.5,0.7,0.6,0.333333333333333,0.333333333333333,0.333333333333333,0.6,NA,0.6,0.2,0.2,0.4,0.5,0
"13423","BE","ESS1-8e01",3,1,2,2,"VB",0.6,0.6,0.5,0.333333333333333,0,0.666666666666667,0.4,NA,0.6,0.6,0.2,0,0.8,0.25
"13427","BE","ESS1-8e01",3,1,2,2,"VB",0.9,0.2,0,0.666666666666667,0.333333333333333,1,0.4,NA,0.2,0.2,0.8,0.8,0.8,0.75
"13431","BE","ESS1-8e01",3,1,1,2,"VB",0.7,0.2,0.6,0.666666666666667,0.333333333333333,0.666666666666667,0.3,NA,0.2,0.4,0.6,0.4,0.6,0.25
"13440","BE","ESS1-8e01",3,1,2,2,"VB",0.6,0.6,0.6,0.333333333333333,0.333333333333333,0.333333333333333,0.6,NA,0.8,0,0.6,0.2,0.8,0.5
"13445","BE","ESS1-8e01",3,1,1,2,"VB",0.6,0.5,0.7,0.666666666666667,0.666666666666667,0.666666666666667,0.3,NA,0.7,0.4,0.4,0.4,0.7,0
