"","cntry","cname","essround","vote","clsprty","mmbprty","party_voted","lrgen","supportEU","supportEP","rejectdiffimmig","rejectsameimmig","rejectpoorimmig","immgcntrybetter","antirefugee","assimil","envnotimp","civliberties","libcustoms","religious","govnotint"
"43","AT","ESS1-8e01",1,1,2,2,"FPO",0.8,NA,0.8,0.666666666666667,0.666666666666667,1,0.3,0.75,0.3,0.4,0.2,0.4,0.5,0.5
"68","AT","ESS1-8e01",1,1,2,2,"FPO",NA,NA,0,NA,NA,NA,0.1,0.75,0.1,0,0.4,0.2,0.5,0
"72","AT","ESS1-8e01",1,1,1,2,"FPO",0.5,NA,NA,0.666666666666667,0,0.666666666666667,0.4,0.5,0.4,0.4,0.4,0.6,0.5,1
"91","AT","ESS1-8e01",1,1,2,2,"FPO",0.7,NA,0.2,0.666666666666667,0.666666666666667,0.666666666666667,0.3,0.75,0.5,0.2,0.2,0.2,0.5,0.25
"104","AT","ESS1-8e01",1,1,2,2,"FPO",0.7,NA,0.3,1,1,1,0.2,0.75,0.5,0.8,0.4,1,0.1,0.5
"114","AT","ESS1-8e01",1,1,1,2,"FPO",0.5,NA,0,0.666666666666667,0.666666666666667,0.666666666666667,0.5,0.75,0.5,0.2,0.2,0.2,1,0.75
"154","AT","ESS1-8e01",1,1,1,2,"FPO",0.5,NA,0.3,0.666666666666667,0.333333333333333,0.666666666666667,0.3,0.75,0.5,0,0.2,0.4,0.5,0.75
"157","AT","ESS1-8e01",1,1,2,2,"FPO",0.6,NA,0.4,0.333333333333333,0.333333333333333,0.333333333333333,0.7,0.75,0.8,0.2,0.2,1,0,0.75
"205","AT","ESS1-8e01",1,1,1,2,"FPO",0.7,NA,0.2,0.666666666666667,0.666666666666667,0.666666666666667,0.1,0.75,0.1,0.2,0,0.2,0.3,1
"207","AT","ESS1-8e01",1,1,2,2,"FPO",0.6,NA,0.3,0.666666666666667,0.666666666666667,0.666666666666667,0.3,1,0.5,0.4,0.4,0.6,0.5,0
"211","AT","ESS1-8e01",1,1,2,2,"FPO",0.5,NA,0.3,0.666666666666667,0.666666666666667,0.666666666666667,0.4,0.75,0.5,0.2,0.2,0.2,0.8,0
"223","AT","ESS1-8e01",1,1,1,2,"FPO",0.6,NA,0.2,0.333333333333333,1,0,0.3,0.5,0.7,0.2,0.2,0.4,0.3,0.25
"229","AT","ESS1-8e01",1,1,2,2,"FPO",0.6,NA,0,0.666666666666667,0.666666666666667,0.666666666666667,0.1,1,0.2,0.2,0,0.4,0.4,0
"233","AT","ESS1-8e01",1,1,2,2,"FPO",0.5,NA,0.2,0.666666666666667,0.666666666666667,0.666666666666667,0.3,0,1,0,1,0,0.9,0
"237","AT","ESS1-8e01",1,1,2,7,"FPO",0.2,NA,0.1,NA,NA,1,0.5,0.75,0.5,0.4,0.4,0.2,0.1,0.5
"243","AT","ESS1-8e01",1,1,1,2,"FPO",0.6,NA,0.5,1,0.666666666666667,0.666666666666667,0.3,0.75,0.1,0.2,0.2,0,0.6,0.25
"247","AT","ESS1-8e01",1,1,1,1,"FPO",0.8,NA,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.4,0.75,0.6,0.2,0.4,0.6,0.3,0.5
"250","AT","ESS1-8e01",1,1,1,2,"FPO",NA,NA,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.5,0.75,0.3,0.4,0.8,0.4,0.6,0.75
"252","AT","ESS1-8e01",1,1,1,2,"FPO",0.8,NA,0,0.666666666666667,0.666666666666667,0.666666666666667,0.3,0.75,0.4,0.4,0.2,0.8,0.1,0.75
"400","AT","ESS1-8e01",1,1,2,2,"FPO",0.7,NA,0,0.666666666666667,0.666666666666667,0.666666666666667,0.5,0.75,0.5,0,0.2,0.4,0.6,0
"455","AT","ESS1-8e01",1,1,1,2,"FPO",0.8,NA,0.3,1,0.666666666666667,1,0.4,NA,0.8,0.4,0.6,0.4,0.3,0.75
"494","AT","ESS1-8e01",1,1,1,1,"FPO",0.8,NA,0.3,1,1,1,0,1,0,0.8,0.4,0.8,0.1,0.5
"535","AT","ESS1-8e01",1,1,2,2,"FPO",NA,NA,0.7,1,1,1,0.1,0,0.1,0.4,1,1,0.5,0.5
"544","AT","ESS1-8e01",1,1,2,2,"FPO",0.7,NA,0.1,1,0.333333333333333,1,0.1,1,0.5,0.6,0.4,0.6,0.3,0.75
"550","AT","ESS1-8e01",1,1,1,2,"FPO",0.7,NA,0.6,0.666666666666667,0.666666666666667,0.666666666666667,0.3,0.75,0.4,0,0.2,0.2,0.2,0.75
"552","AT","ESS1-8e01",1,1,1,2,"FPO",0.6,NA,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.2,0.5,0.3,0,0,0,0.1,0.75
"603","AT","ESS1-8e01",1,1,1,2,"FPO",NA,NA,0.3,0.666666666666667,0.333333333333333,0.666666666666667,0.5,0.25,0.6,0.2,0.2,0.4,0.4,0
"604","AT","ESS1-8e01",1,1,1,1,"FPO",0.5,NA,0,0.666666666666667,0.666666666666667,0.666666666666667,0.2,1,0,0.2,0.2,0.6,0.5,0.5
"624","AT","ESS1-8e01",1,1,2,2,"FPO",0.6,NA,0.9,1,1,1,0.3,0.5,0.2,0.2,0.2,0.2,1,0.25
"738","AT","ESS1-8e01",1,1,1,2,"FPO",0.5,NA,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.5,0.75,0.4,0.2,0.4,0.2,0.4,0.25
"840","AT","ESS1-8e01",1,1,2,2,"FPO",0.8,NA,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.5,0.75,0.5,0.2,0.2,0.2,0.5,0
"860","AT","ESS1-8e01",1,1,1,2,"FPO",0.9,NA,0.3,0.666666666666667,0.666666666666667,0.666666666666667,0.3,0.75,0.3,NA,NA,NA,0.7,0.5
"878","AT","ESS1-8e01",1,1,1,2,"FPO",0.5,NA,0.3,0.666666666666667,0.666666666666667,0.666666666666667,0.4,0.75,0.5,0.2,0.2,0.4,0.5,0.5
"883","AT","ESS1-8e01",1,1,1,2,"FPO",0.6,NA,0.1,0.666666666666667,0.666666666666667,0.666666666666667,0.5,0.25,0.5,0.2,0.2,0.2,0.5,0.25
"894","AT","ESS1-8e01",1,1,1,1,"FPO",0.6,NA,0.5,0.666666666666667,0.333333333333333,0.666666666666667,0.4,0.75,0.3,0.2,0.2,0.6,0.6,0.25
"958","AT","ESS1-8e01",1,1,1,2,"FPO",0.5,NA,0,0.666666666666667,0.666666666666667,0.666666666666667,0.4,0.75,0.3,0.2,0.4,0.4,0.8,0.25
"983","AT","ESS1-8e01",1,1,2,2,"FPO",0.3,NA,0,0.666666666666667,0.666666666666667,0.666666666666667,0.4,1,0.5,0,0.4,1,0.7,0.25
"988","AT","ESS1-8e01",1,1,2,2,"FPO",NA,NA,0,0.666666666666667,0.666666666666667,0.666666666666667,0.3,0.75,0.2,0.2,0.4,0.2,0.5,0
"996","AT","ESS1-8e01",1,1,2,1,"FPO",0.5,NA,0,0.666666666666667,0.666666666666667,0.666666666666667,0.5,0.75,0.5,0.2,0.2,0.4,0.4,0.75
"1150","AT","ESS1-8e01",1,1,2,2,"FPO",0.6,NA,0.2,0.666666666666667,0.666666666666667,0.666666666666667,0.3,0.75,0.3,0.2,0.2,0,0.6,0
"1172","AT","ESS1-8e01",1,1,1,2,"FPO",0.8,NA,0.7,0.666666666666667,0.666666666666667,0.666666666666667,0.3,0.75,0.3,0.4,0,0.4,0,0
"1180","AT","ESS1-8e01",1,1,1,1,"FPO",0.8,NA,0.2,1,1,1,0.7,1,0.3,0.6,0.4,0.8,0,0
"1228","AT","ESS1-8e01",1,1,2,2,"FPO",1,NA,0.5,0.666666666666667,0.333333333333333,0.333333333333333,0.3,0.75,NA,0,0,0.4,0.5,NA
"1265","AT","ESS1-8e01",1,1,2,2,"FPO",0.5,NA,0.2,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.5,0.2,0.2,0.6,0.5,0.25
"1266","AT","ESS1-8e01",1,1,2,2,"FPO",0.5,NA,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.2,NA,0.7,0.4,0.2,0.6,0.8,0
"1285","AT","ESS1-8e01",1,1,1,1,"FPO",0.8,NA,0.5,0.333333333333333,0.333333333333333,0.666666666666667,0.3,0.75,0.3,0.2,0.2,0,0.8,0
"1355","AT","ESS1-8e01",1,1,1,2,"FPO",NA,NA,0,0.666666666666667,0.666666666666667,0.666666666666667,0.3,1,0,0.4,0.2,0.4,0.8,0
"1432","AT","ESS1-8e01",1,1,1,2,"FPO",0.7,NA,0.6,1,0.666666666666667,1,0.4,1,0.5,0.4,0.6,0.4,0.5,0.5
"1436","AT","ESS1-8e01",1,1,1,8,"FPO",0.7,NA,0.2,0.666666666666667,0.333333333333333,0.666666666666667,0.3,0.75,0.3,0.2,0,0,0.5,0.5
"1449","AT","ESS1-8e01",1,1,1,2,"FPO",0.6,NA,0,0.666666666666667,0.666666666666667,0.666666666666667,0.1,0.75,0.5,0,0,0,0.6,0
"1462","AT","ESS1-8e01",1,1,1,2,"FPO",0.6,NA,0,1,1,1,0,1,0,0,0,0,0.8,1
"1477","AT","ESS1-8e01",1,1,1,2,"FPO",0.7,NA,0.2,0.666666666666667,NA,0.666666666666667,0.4,0.5,0.4,0.4,0.2,0.2,0.1,0
"1509","AT","ESS1-8e01",1,1,1,1,"FPO",0.8,NA,0.4,0.666666666666667,0.666666666666667,0.666666666666667,0.2,0.25,0.3,0.4,0,0,0.3,0.5
"1518","AT","ESS1-8e01",1,1,2,2,"FPO",0.6,NA,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.4,0.75,0.3,0.4,0.6,0.4,0.5,0.5
"1596","AT","ESS1-8e01",1,1,1,2,"FPO",0.5,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0.7,NA
"1600","AT","ESS1-8e01",1,1,1,2,"FPO",0.4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0.8,NA
"1619","AT","ESS1-8e01",1,1,1,2,"FPO",0.6,NA,0.3,0.666666666666667,0.666666666666667,0.666666666666667,0,1,0.4,0,0,0,0.5,0
"1629","AT","ESS1-8e01",1,1,2,2,"FPO",0.5,NA,0,NA,0.666666666666667,NA,0.5,0.25,0.7,0,0,0.2,0.5,0.25
"1631","AT","ESS1-8e01",1,1,2,2,"FPO",0.5,NA,0,0.666666666666667,0.666666666666667,0.666666666666667,0.4,1,0.3,0,0.2,0.4,0.7,0.25
"1645","AT","ESS1-8e01",1,1,1,2,"FPO",0.6,NA,0,0.666666666666667,0.666666666666667,0.666666666666667,0.1,0.75,0.1,0.2,0.4,0.2,0.5,0.5
"1652","AT","ESS1-8e01",1,1,1,2,"FPO",0.5,NA,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.4,0.5,0.5,0.2,0,0.6,0.7,0
"1660","AT","ESS1-8e01",1,1,2,2,"FPO",0.5,NA,0.3,0.666666666666667,0.666666666666667,0.666666666666667,0.3,0.5,0.2,0.2,0.2,0.2,0.5,0.25
"1684","AT","ESS1-8e01",1,1,2,2,"FPO",0.5,NA,0.6,0.333333333333333,0.333333333333333,0.333333333333333,0.8,0.5,0.8,0.2,0.2,0.4,0.8,0.25
"1696","AT","ESS1-8e01",1,1,1,2,"FPO",0.5,NA,0.6,0.666666666666667,0.333333333333333,0.666666666666667,0.5,0.75,0.6,0.2,0.4,0.4,0.6,0.75
"1701","AT","ESS1-8e01",1,1,1,2,"FPO",0.6,NA,0.7,0.666666666666667,0.666666666666667,0.666666666666667,0.5,0.5,0.7,0.2,0.2,0.4,0.7,0
"1713","AT","ESS1-8e01",1,1,1,2,"FPO",0.5,NA,0.3,0.666666666666667,0.666666666666667,0.666666666666667,0.8,0.5,0.3,0.2,0.2,0.4,0.7,0
"1743","AT","ESS1-8e01",1,1,2,2,"FPO",0.6,NA,0,0.666666666666667,0.666666666666667,0.666666666666667,0.5,1,0.5,0,0,0,0.7,0
"1756","AT","ESS1-8e01",1,1,1,2,"FPO",0.6,NA,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.4,0.5,0.6,0.4,0.2,0.4,0.2,0.5
"1813","AT","ESS1-8e01",1,1,2,2,"FPO",0.8,NA,0.2,0.666666666666667,0.666666666666667,1,0.2,1,0.1,0.4,0,0,0.3,0.75
"1971","AT","ESS1-8e01",1,1,1,2,"FPO",0.5,NA,0,1,0.666666666666667,1,0.5,1,0.3,0.2,0.2,0.2,0.4,0.25
"2015","AT","ESS1-8e01",1,1,2,2,"FPO",0.7,NA,0.8,0.666666666666667,0.666666666666667,0.333333333333333,0.5,0.5,0.7,0.2,0.6,0.4,0.1,0.25
"2074","AT","ESS1-8e01",1,1,2,2,"FPO",0.5,NA,0,0.666666666666667,0.666666666666667,0.666666666666667,0.5,0.5,0.5,0,0.2,0.4,0.8,0
"2113","AT","ESS1-8e01",1,1,2,2,"FPO",0.8,NA,0.5,1,1,1,0,1,0,0.6,0.8,0.8,0.3,0.75
"2132","AT","ESS1-8e01",1,1,2,2,"FPO",NA,NA,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.5,0.75,0.5,0,0.2,0.6,0,0.25
"2174","AT","ESS1-8e01",1,1,1,2,"FPO",0.5,NA,0.3,0.666666666666667,0.666666666666667,0.666666666666667,0.5,0.5,0.8,0.4,0.2,0.2,0.5,0.25
"2244","AT","ESS1-8e01",1,1,1,2,"FPO",0.7,NA,0.4,0.666666666666667,0,0.666666666666667,0.5,0.75,0.5,0.2,0.2,0.2,0.5,0.5
"2347","AT","ESS1-8e01",2,1,2,2,"FPO",0.5,0.3,0.1,1,0.333333333333333,0,0.3,NA,0.9,0.2,0.8,0.8,0.3,0
"2409","AT","ESS1-8e01",2,1,1,2,"FPO",0.6,1,0.4,NA,NA,NA,NA,NA,1,0,0.2,0.2,0.6,0.5
"2420","AT","ESS1-8e01",2,1,1,2,"FPO",0.6,0.3,0.2,0.333333333333333,0.333333333333333,0.333333333333333,0.4,NA,0.3,0.2,0.2,0.4,0.5,0.5
"2456","AT","ESS1-8e01",2,1,8,2,"FPO",0.5,0.2,0.1,0.333333333333333,0.333333333333333,0.333333333333333,0.6,NA,0.5,0.6,0.4,0.2,0.8,0
"2476","AT","ESS1-8e01",2,1,2,2,"FPO",0.5,1,0,0.333333333333333,0.333333333333333,0.333333333333333,0.5,NA,0.7,0,0.6,0,0.5,0
"2487","AT","ESS1-8e01",2,1,1,2,"FPO",0.5,0.7,0.7,0.666666666666667,0.666666666666667,0.666666666666667,0.3,NA,0.6,0.2,0.2,0.2,0.7,0.25
"2659","AT","ESS1-8e01",2,1,2,2,"FPO",0.7,0,0.4,1,1,1,0,NA,0,0.4,0.4,0.2,0.4,0.5
"2792","AT","ESS1-8e01",2,1,1,2,"FPO",0.7,0.7,0.8,0.333333333333333,0.333333333333333,0.333333333333333,0.4,NA,0.5,0.2,0.6,0.2,0.2,0.5
"2814","AT","ESS1-8e01",2,1,2,2,"FPO",0.5,0.2,0.3,1,1,1,0.1,NA,0.1,0.2,1,1,0.3,0.5
"2858","AT","ESS1-8e01",2,1,1,2,"FPO",0.6,0.4,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.4,NA,0.4,0,0,0,0.1,0.25
"2898","AT","ESS1-8e01",2,1,2,2,"FPO",0.5,0,1,0.666666666666667,0.666666666666667,0.333333333333333,0.3,NA,0.4,0,0,0.2,0.5,0.25
"2927","AT","ESS1-8e01",2,1,2,2,"FPO",0.8,0.2,0.3,0.666666666666667,0.666666666666667,0.666666666666667,0.2,NA,0.3,0.4,0.6,0.4,0.9,0.5
"2952","AT","ESS1-8e01",2,1,1,2,"FPO",0.6,0.6,0.3,0.666666666666667,0.333333333333333,0.666666666666667,0.5,NA,0.6,0.4,0.2,0.4,1,0
"2957","AT","ESS1-8e01",2,1,2,2,"FPO",0.2,0.4,0,1,0.666666666666667,1,0,NA,0,0,0,0,0.6,1
"2976","AT","ESS1-8e01",2,1,1,2,"FPO",0.8,0,0,1,0.666666666666667,1,0.1,NA,0.2,0.4,0.2,0.6,0.2,0
"3122","AT","ESS1-8e01",2,1,1,1,"FPO",0.7,0.1,0,1,0.666666666666667,1,0.1,NA,0,0.4,0,0,0.3,1
"3141","AT","ESS1-8e01",2,1,2,2,"FPO",0.5,0.3,0.2,0.666666666666667,0.333333333333333,0.666666666666667,0.2,NA,0.4,0.4,0,0.6,0.4,0
"3195","AT","ESS1-8e01",2,1,1,2,"FPO",0.5,0,0.2,0.333333333333333,0.333333333333333,0.333333333333333,0.4,NA,0.5,0.4,0,0.4,0.7,0.25
"3215","AT","ESS1-8e01",2,1,1,2,"FPO",0.5,0,0.3,0.666666666666667,0.333333333333333,0.666666666666667,0.5,NA,0.5,0,0.4,0,0.8,0
"3235","AT","ESS1-8e01",2,1,1,1,"FPO",0.5,0.3,0,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,0.8,0.2,0.6,0.4,0.4,0.5
"3325","AT","ESS1-8e01",2,1,2,2,"FPO",0.6,0.5,0.2,0,0,0,0.5,NA,0.5,0,0,0,0.5,0
"3367","AT","ESS1-8e01",2,1,1,1,"FPO",0.8,0,NA,1,1,1,0,NA,0,0,NA,0.2,0,0.75
"3388","AT","ESS1-8e01",2,1,2,2,"FPO",0.7,0.1,0.3,1,0.666666666666667,1,0.2,NA,0.2,0.4,0.4,0.2,0.7,0.25
"3431","AT","ESS1-8e01",2,1,1,1,"FPO",0.7,0,0.6,1,1,1,0,NA,0,0.2,0.2,0.6,0,0
"3456","AT","ESS1-8e01",2,1,1,2,"FPO",0.7,0.4,0,0.666666666666667,0.666666666666667,0.666666666666667,0.2,NA,0,0.2,0.2,0.2,0.8,0.25
"3467","AT","ESS1-8e01",2,1,1,2,"FPO",0.7,0.7,0.5,1,0.666666666666667,1,0.3,NA,0.3,0.2,0,0,0.8,0
"3480","AT","ESS1-8e01",2,1,1,2,"FPO",0.6,1,0.5,0.666666666666667,0.666666666666667,1,0.5,NA,0.4,0.4,0.4,0,0.7,0.25
"3485","AT","ESS1-8e01",2,1,1,2,"FPO",0.8,0.1,0.5,1,0.666666666666667,1,0.1,NA,0.2,0.4,0.4,0.4,0.8,0.5
"3508","AT","ESS1-8e01",2,1,2,2,"FPO",0.5,0.5,0.3,0.333333333333333,0,0.333333333333333,0.5,NA,0.5,0,0,0,0.5,0
"3513","AT","ESS1-8e01",2,1,1,1,"FPO",0.5,1,0.1,0.333333333333333,0,0.333333333333333,0.5,NA,0.5,0.2,0,0,0.8,0
"3514","AT","ESS1-8e01",2,1,1,2,"FPO",0.5,0.5,0.3,0.333333333333333,0.333333333333333,0.333333333333333,0.5,NA,0.6,0.4,0.4,0.4,0.5,0.25
"3521","AT","ESS1-8e01",2,1,2,2,"FPO",0.7,0.3,0,1,1,1,0.4,NA,0.3,0.6,0.4,0.2,0.3,0
"3532","AT","ESS1-8e01",2,1,1,2,"FPO",0.5,0,0.1,0.666666666666667,0.333333333333333,0.666666666666667,0,NA,0.5,0.4,0.4,0.6,0.2,0
"3564","AT","ESS1-8e01",2,1,1,2,"FPO",NA,NA,0.4,1,0.666666666666667,0.666666666666667,0.3,NA,0.3,0.4,0.4,0.6,0.7,0.25
"3685","AT","ESS1-8e01",2,1,2,2,"FPO",0.5,0,0,0.666666666666667,0.666666666666667,0.666666666666667,0,NA,0.2,0.4,0.2,0.4,0,0
"3726","AT","ESS1-8e01",2,1,2,2,"FPO",0.8,0,0.4,1,1,1,0,NA,0,0.2,0.4,0.6,0,0.75
"3737","AT","ESS1-8e01",2,1,1,2,"FPO",0.8,0.3,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,NA,0.5,0.2,0.2,0.2,1,0.5
"3739","AT","ESS1-8e01",2,1,1,1,"FPO",0.5,0,0.2,1,NA,1,0.1,NA,0.1,0,0.2,0.2,1,1
"3766","AT","ESS1-8e01",2,1,2,2,"FPO",0.6,0,0,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.1,0,0,1,0,1
"3829","AT","ESS1-8e01",2,1,2,2,"FPO",0.5,0.5,0.1,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.4,0.4,0.6,0.8,0,NA
"3839","AT","ESS1-8e01",2,1,1,2,"FPO",0.5,0.5,0.8,0.333333333333333,0.333333333333333,0.666666666666667,0.7,NA,0.4,0.6,0.4,0.4,1,0.25
"3842","AT","ESS1-8e01",2,1,1,1,"FPO",0.6,0.5,0.9,0.666666666666667,0.666666666666667,1,0.5,NA,0.4,NA,NA,NA,0.8,0.5
"3921","AT","ESS1-8e01",2,1,1,2,"FPO",0.9,0.6,0.9,1,0.666666666666667,1,0.4,NA,0.4,0.4,0.6,0.2,0.7,0.75
"3942","AT","ESS1-8e01",2,1,2,2,"FPO",0.7,0,0.4,1,0.666666666666667,1,0.2,NA,0.2,0.2,0.4,0.2,0.3,0
"3992","AT","ESS1-8e01",2,1,2,2,"FPO",0.5,0,0,0.666666666666667,0.666666666666667,0.666666666666667,0.2,NA,0.2,0.4,0.2,0.4,1,0.5
"4007","AT","ESS1-8e01",2,1,1,2,"FPO",0.8,0,0.3,1,1,1,0,NA,0.1,0.6,0.4,0.4,0,0
"4022","AT","ESS1-8e01",2,1,2,2,"FPO",0.4,0.8,NA,0.666666666666667,0.333333333333333,0.666666666666667,0.5,NA,0.5,0,0.2,0.6,0.4,0
"4025","AT","ESS1-8e01",2,1,2,2,"FPO",0.5,0.4,0.5,1,0.666666666666667,1,0.4,NA,0.2,0.8,0.2,0.2,0.5,0.25
"4057","AT","ESS1-8e01",2,1,1,1,"FPO",0.9,0,0.7,1,1,1,0,NA,0.1,1,0.2,0.8,0,1
"4171","AT","ESS1-8e01",2,1,1,8,"FPO",0.8,0.3,0.2,0.666666666666667,0.666666666666667,0.666666666666667,0.3,NA,0.3,0.4,0.2,0.6,0,0.5
"4186","AT","ESS1-8e01",2,1,1,2,"FPO",0.8,0,0,0.666666666666667,0.666666666666667,1,0.1,NA,0.2,0,0.4,1,0,0
"4232","AT","ESS1-8e01",2,1,1,2,"FPO",0.8,0.2,0.1,0.666666666666667,0.333333333333333,0.666666666666667,0,NA,0,0.6,0,0.4,0,0.25
"4263","AT","ESS1-8e01",2,1,1,2,"FPO",0.8,0.2,0.6,0.666666666666667,0,0.666666666666667,0.2,NA,0.5,0.2,0,0.2,0.7,0.75
"4276","AT","ESS1-8e01",2,1,2,2,"FPO",0.6,0.5,0.7,0.666666666666667,0.666666666666667,0.666666666666667,0.8,NA,0.7,0.4,0.2,0,0.4,0
"4284","AT","ESS1-8e01",2,1,2,2,"FPO",0.8,0.6,0.3,0.666666666666667,0.666666666666667,0.666666666666667,0.4,NA,0.3,0.4,0.8,0.2,0.1,0
"4321","AT","ESS1-8e01",2,1,1,2,"FPO",0.7,0.1,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.3,NA,0.5,0,0,0.6,0,0.5
"4367","AT","ESS1-8e01",2,1,1,2,"FPO",0.6,0.5,0.5,1,0.666666666666667,1,0.2,NA,0.3,0.6,0.4,0.4,0.6,0.5
"4405","AT","ESS1-8e01",2,1,2,2,"FPO",0.9,0,0,1,1,1,0,NA,0,0.6,0.2,0.6,0,0.75
"4441","AT","ESS1-8e01",2,1,2,2,"FPO",0.7,0.5,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.4,0.6,0.2,0.6,0.3,0.75
"4539","AT","ESS1-8e01",3,1,1,2,"FPO",0.8,0.2,0.7,1,0.666666666666667,1,0.2,NA,0.2,0.4,0.4,0.2,0.6,0.75
"4559","AT","ESS1-8e01",3,1,1,2,"FPO",0.7,0.5,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.2,NA,1,0.6,0.2,0.8,0.2,0.75
"4598","AT","ESS1-8e01",3,1,1,2,"FPO",0.8,0,0.1,1,0.666666666666667,1,0.2,NA,0.1,0.8,0.4,0.4,0.1,1
"4603","AT","ESS1-8e01",3,1,1,1,"FPO",0.8,0.4,0.1,0.333333333333333,0.333333333333333,0.666666666666667,0.5,NA,0.7,0.6,0.2,0.2,1,0
"4604","AT","ESS1-8e01",3,1,1,1,"FPO",NA,0.2,0.1,0.333333333333333,0.333333333333333,0.333333333333333,0.5,NA,0.7,0.4,0.4,0,0.8,0
"4619","AT","ESS1-8e01",3,1,1,1,"FPO",0.5,1,0.6,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.5,0.2,0.6,0.4,0.3,0.75
"4681","AT","ESS1-8e01",3,1,2,2,"FPO",0.7,0.3,0,0.333333333333333,0,0.666666666666667,0.5,NA,0.7,0.2,0.2,0,0.8,0.25
"4726","AT","ESS1-8e01",3,1,1,2,"FPO",0.8,0,0.3,0.666666666666667,0.666666666666667,1,0.1,NA,0.5,0.6,1,1,0.2,0.5
"4735","AT","ESS1-8e01",3,1,2,2,"FPO",0.5,0.3,0.2,0.666666666666667,0.666666666666667,0.666666666666667,0.4,NA,0.4,0.2,0.2,0.2,0.4,0.25
"4753","AT","ESS1-8e01",3,1,1,1,"FPO",0.9,1,0.2,0.666666666666667,0.666666666666667,0.666666666666667,0.3,NA,0.5,0,0,0.2,0.4,0.25
"4762","AT","ESS1-8e01",3,1,1,2,"FPO",0.8,0.6,0.3,0.666666666666667,0.333333333333333,0.333333333333333,0.5,NA,0.5,0.2,0.2,0.2,0.5,0.25
"4797","AT","ESS1-8e01",3,1,1,2,"FPO",0.8,0.1,0,1,1,1,0.1,NA,0.1,0,0,0,0.8,NA
"4815","AT","ESS1-8e01",3,1,1,1,"FPO",0.7,0.2,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0,NA,NA,0.8,0.4,0.8,0,0.5
"4821","AT","ESS1-8e01",3,1,2,2,"FPO",0.8,NA,0.1,0.666666666666667,0.333333333333333,0.333333333333333,0,NA,0,0.6,0.2,0.6,0.6,0.5
"4862","AT","ESS1-8e01",3,1,1,2,"FPO",0.8,0.3,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.3,NA,0.3,0.8,0.4,0.8,0.5,0.5
"4869","AT","ESS1-8e01",3,1,1,2,"FPO",NA,NA,0.3,0.666666666666667,0.666666666666667,0.666666666666667,0.3,NA,NA,0.2,0.4,0.4,0.5,0
"4877","AT","ESS1-8e01",3,1,1,2,"FPO",0.7,0,0,1,0,1,0,NA,0,0.2,0.4,0,0.1,0
"4886","AT","ESS1-8e01",3,1,1,2,"FPO",0.7,0.8,0.2,0.666666666666667,0.333333333333333,0.666666666666667,0.3,NA,0.3,0.4,0.4,0.4,0.2,0.25
"4898","AT","ESS1-8e01",3,1,1,2,"FPO",0.7,0.3,0.1,1,0.333333333333333,1,0.1,NA,0.5,0.2,0.2,0.2,0.5,0.75
"4906","AT","ESS1-8e01",3,1,1,2,"FPO",0.8,0.5,0,0.666666666666667,0.666666666666667,0.666666666666667,0.3,NA,0.3,0.2,0,0.6,0,0.75
"4911","AT","ESS1-8e01",3,1,1,2,"FPO",0.7,0.1,0.1,0.666666666666667,0.666666666666667,0.666666666666667,0.3,NA,0.2,0.2,0.2,0.2,0.5,0.25
"4927","AT","ESS1-8e01",3,1,1,2,"FPO",0.9,0.6,0.8,1,0,0.666666666666667,0.4,NA,0.3,0.4,0,0.6,0.3,0.5
"4968","AT","ESS1-8e01",3,1,1,1,"FPO",0.6,0.3,0.5,1,0.666666666666667,1,0,NA,0,1,0,0,0.5,1
"5098","AT","ESS1-8e01",3,1,1,2,"FPO",0.5,0.1,0.1,0.666666666666667,0.666666666666667,1,0,NA,0.1,0.2,0.2,0,0.8,0
"5121","AT","ESS1-8e01",3,1,1,2,"FPO",0.8,0,0,0.666666666666667,0.666666666666667,0.666666666666667,0.1,NA,0.2,0.2,0.4,0.6,0.5,0
