"","country","year","party","vote","seat","electionyear","epvote","fav_intEU","fav_ep_power","lrgen","lr_econ","lr_econ_slc","postmat_trad","postmat_trad_slc","spend_or_taxes","spend_or_taxes_slc","dereg_mkt","dereg_mkt_slc","stateinterv","laworder","laworder.1","laworder_slc","oppos_libpol","oppos_libpol_slc","religious","religion_slc","reject_immig","immigra_salience","assimil","assimil_slc","envnotimp","env_slc","cosmop_nation","cosmop_nation_slc","nation","mip_one","mip_two","mip_three"
"115","ge",2002,"CDU",29.5,31.5,2002,39.2999992370605,0.94,0.726666666666667,0.593,0.586,NA,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"116","ge",2002,"SPD",38.5,41.5999984741211,2002,30.7000007629394,0.851666666666667,0.81,0.4,0.357,NA,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"117","ge",2002,"FDP",7.4,7.80000019073486,2002,3,0.928333333333333,0.791666666666667,0.607,0.764,NA,0.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"118","ge",2002,"Grunen",8.6,9.10000038146973,2002,6.40000009536743,0.893333333333333,0.905,0.336,0.45,NA,0.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"119","ge",2002,"PDS",4,0.300000011920929,2002,5.80000019073486,0.511666666666667,0.573333333333333,0.164,0.129,NA,0.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"120","ge",2002,"CSU",9,9.60000038146973,2002,9.39999961853027,0.75,0.638333333333333,0.736,0.621,NA,0.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"121","ge",2006,"CDU",27.8,29.2999992370606,2005,36.5,0.893333333333333,0.778333333333333,0.636,0.682,NA,0.691,NA,0.563000011444092,0.713000011444092,0.638000011444092,0.663000011444092,NA,0.742999982833862,0.742999982833862,0.71399998664856,0.617000007629395,0.467000007629395,0.671000003814697,0.557000017166138,0.771000003814697,0.68600001335144,0.81400003,NA,NA,NA,0.629,0.4,NA,"","",""
"122","ge",2006,"SPD",34.2,36.2000007629395,2005,21.5,0.833333333333333,0.815,0.355,0.336,NA,0.445,NA,0.35,0.763000011444092,0.4,0.613000011444092,NA,0.571000003814697,0.571000003814697,0.657000017166138,0.25,0.432999992370605,0.24300000667572,0.2,0.542999982833862,0.68600001335144,0.45700002,NA,NA,NA,0.4,0.41399999,NA,"","",""
"123","ge",2006,"FDP",9.8,9.89999961853027,2005,6.09999990463257,0.878333333333333,0.796666666666667,0.664,0.864,NA,0.345,NA,0.863000011444092,0.775,0.9,0.838000011444092,NA,0.285999989509583,0.285999989509583,0.757000017166138,0.133000004291534,0.5,0.171000003814697,0.171000003814697,0.471000003814697,0.61399998664856,0.5,NA,NA,NA,0.429,0.34300001,NA,"","",""
"124","ge",2006,"Grunen",8.1,8.30000019073486,2005,11.8999996185303,0.803333333333333,0.87,0.309,0.4,NA,0.145,NA,0.388000011444092,0.675,0.55,0.625,NA,0.2,0.2,0.8,0.05,0.617000007629395,0.271000003814697,0.171000003814697,0.186000001430511,0.757000017166138,0.129,NA,NA,NA,0.114,0.45700002,NA,"","",""
"125","ge",2006,"Linkspartei/PDS",8.7,8.80000019073486,2005,6.09999990463257,0.378333333333333,0.703333333333333,0.127,0.091,NA,0.318,NA,0.075,0.788000011444092,0.05,0.775,NA,0.328999996185303,0.328999996185303,0.728999996185303,0.179999995231628,0.459999990463257,0.1,0.157000005245209,0.317000007629394,0.667000007629395,0.35,NA,NA,NA,0.46700001,0.51700001,NA,"","",""
"126","ge",2006,"CSU",7.4,7.5,2005,8,0.726666666666667,0.74,0.764,0.645,NA,0.818,NA,0.563000011444092,0.738000011444092,0.6,0.625,NA,0.885999965667725,0.885999965667725,0.742999982833862,0.782999992370605,0.617000007629395,0.771000003814697,0.657000017166138,0.871000003814697,0.8,0.9,NA,NA,NA,0.74299998,0.471,NA,"","",""
"127","ge",2010,"CDU",27.3,31.2000007629394,2009,30.7000007629394,0.833333333333333,0.809523820877075,0.6125,0.6,NA,0.625,NA,0.513333320617676,0.626666688919067,0.553333330154419,0.533333349227905,NA,0.646666669845581,0.646666669845581,0.593333339691162,0.513333320617676,0.480000019073486,0.666666650772095,0.673333311080933,0.666666650772095,0.693333339691162,0.73333335,0.63571429,0.6,0.54666667,NA,NA,NA,"","",""
"128","ge",2010,"SPD",23,23.5,2009,20.7999992370606,0.813725471496582,0.821428537368774,0.3625,0.3,NA,0.45,NA,0.286666655540466,0.626666688919067,0.346666669845581,0.540000009536743,NA,0.493333339691162,0.493333339691162,0.540000009536743,0.379999995231628,0.486666679382324,0.353333330154419,0.333333325386047,0.485714292526245,0.646666669845581,0.54666667,0.6,0.51999998,0.58000002,NA,NA,NA,"","",""
"129","ge",2010,"FDP",14.6,15,2009,11,0.833333333333333,0.794871807098389,0.659999990463257,0.81875,NA,0.353333330154419,NA,0.853333377838135,0.839999961853027,0.8,0.813333320617676,NA,0.366666674613953,0.366666674613953,0.726666688919067,0.259999990463257,0.646666669845581,0.286666655540466,0.353333330154419,0.413333320617676,0.553333330154419,0.51999998,0.60714288,0.69333334,0.48666668,NA,NA,NA,"","",""
"130","ge",2010,"Grunen",10.7,10.8999996185303,2009,12.1000003814697,0.833333333333333,0.86904764175415,0.3625,0.3875,NA,0.1875,NA,0.320000004768372,0.546666669845581,0.359999990463257,0.546666669845581,NA,0.186666667461395,0.186666667461395,0.786666679382324,0.113333332538605,0.8,0.193333327770233,0.313333344459534,0.173333334922791,0.706666660308838,0.22,0.81428576,0.23333333,0.9333333,NA,NA,NA,"","",""
"131","ge",2010,"LINKE",11.9,12.1999998092651,2009,7.59999990463257,0.382352948188782,0.699999968210856,0.13125,0.1,NA,0.461538457870483,NA,0.0866666674613953,0.740000009536743,0.0866666674613953,0.719999980926514,NA,0.379999995231628,0.379999995231628,0.519999980926514,0.253846144676208,0.464285707473755,0.126666665077209,0.292857146263123,0.307142853736877,0.506666660308838,0.37692308,0.56363635,0.42307692,0.54285712,NA,NA,NA,"","",""
"132","ge",2010,"CSU",6.5,7.19999980926514,2009,7.19999980926514,0.656862735748291,0.666666666666667,0.706666660308838,0.55,NA,0.7125,NA,0.492857122421265,0.646666669845581,0.519999980926514,0.546666669845581,NA,0.773333311080933,0.773333311080933,0.680000019073486,0.619999980926514,0.540000009536743,0.786666679382324,0.766666650772095,0.793333339691162,0.773333311080933,0.83999996,0.73571429,0.6,0.51333332,NA,NA,NA,"","",""
